Country,Region,Year,S2030_Outcome,Indicator,Baseline_Value,Target_Value,Actual_Value,Achievement_Pct,Change_from_Baseline_Pct,Data_Source,Measurement_Method,Confidence_Level
Mali,West Africa,2025,Migration & Identity,Legal documents issued,2486,3174,2534,79.8,1.9,Admin Records,Household Survey,High
Mali,West Africa,2025,Values & Dignity,GBV survivors supported,2392,3355,2402,71.6,0.4,Admin Records,Key Informant,Low
Mali,West Africa,2025,Values & Dignity,Mental health sessions,7431,8934,6719,75.2,-9.6,Partner Report,Direct Count,Low
Mali,West Africa,2025,Values & Dignity,Protection cases resolved,1490,1820,1374,75.5,-7.8,Remote Sensing,Direct Count,Medium
Mali,West Africa,2025,Economic Security,HHs with improved income,3479,4295,5646,131.5,62.3,Admin Records,Focus Group,Low
Mali,West Africa,2025,Economic Security,Savings group members,2825,3530,3283,93.0,16.2,Remote Sensing,Key Informant,High
Mali,West Africa,2025,Economic Security,Jobs created or maintained,3239,3864,3347,86.6,3.3,Remote Sensing,Key Informant,High
DRC,Central Africa,2021,Climate & Environment,Communities with DRR plans,7878,11243,8136,72.4,3.3,Partner Report,Household Survey,Low
DRC,Central Africa,2021,Climate & Environment,Early warning systems active,8994,11890,14045,118.1,56.2,Survey,Household Survey,Low
DRC,Central Africa,2021,Climate & Environment,Hectares of land restored,6441,7737,7769,100.4,20.6,Admin Records,Household Survey,Medium
DRC,Central Africa,2021,Healthy & Safe Living,People with health access,5489,6429,6608,102.8,20.4,Admin Records,Household Survey,Medium
DRC,Central Africa,2021,Healthy & Safe Living,Vaccination rate (%),3860,4897,5631,115.0,45.9,Partner Report,Key Informant,Medium
DRC,Central Africa,2021,Healthy & Safe Living,Malnutrition cases treated,3859,5537,4428,80.0,14.7,Partner Report,Key Informant,Medium
DRC,Central Africa,2021,Migration & Identity,Migrants assisted,293,333,384,115.3,31.1,Survey,Household Survey,Low
DRC,Central Africa,2021,Migration & Identity,Stateless persons supported,1232,1742,1648,94.6,33.8,Remote Sensing,Direct Count,Medium
DRC,Central Africa,2021,Migration & Identity,Legal documents issued,8376,9709,10555,108.7,26.0,Partner Report,Household Survey,Medium
DRC,Central Africa,2021,Values & Dignity,GBV survivors supported,5758,7067,6323,89.5,9.8,Admin Records,Focus Group,Medium
DRC,Central Africa,2021,Values & Dignity,Mental health sessions,4267,5419,4354,80.3,2.0,Partner Report,Focus Group,Medium
DRC,Central Africa,2021,Values & Dignity,Protection cases resolved,7104,7818,8016,102.5,12.8,Survey,Key Informant,Low
DRC,Central Africa,2021,Economic Security,HHs with improved income,6024,7190,5019,69.8,-16.7,Survey,Direct Count,Low
DRC,Central Africa,2021,Economic Security,Savings group members,3662,5397,5411,100.3,47.8,Remote Sensing,Household Survey,High
DRC,Central Africa,2021,Economic Security,Jobs created or maintained,5351,6991,3208,45.9,-40.0,Admin Records,Household Survey,High
DRC,Central Africa,2022,Climate & Environment,Communities with DRR plans,8892,12244,7644,62.4,-14.0,Remote Sensing,Focus Group,Low
DRC,Central Africa,2022,Climate & Environment,Early warning systems active,6424,8228,6123,74.4,-4.7,Remote Sensing,Key Informant,Low
DRC,Central Africa,2022,Climate & Environment,Hectares of land restored,9911,13000,11143,85.7,12.4,Survey,Focus Group,Medium
DRC,Central Africa,2022,Healthy & Safe Living,People with health access,7984,10849,11225,103.5,40.6,Admin Records,Direct Count,High
DRC,Central Africa,2022,Healthy & Safe Living,Vaccination rate (%),4593,6282,4801,76.4,4.5,Remote Sensing,Key Informant,Medium
DRC,Central Africa,2022,Healthy & Safe Living,Malnutrition cases treated,6274,8533,8279,97.0,32.0,Admin Records,Household Survey,High
DRC,Central Africa,2022,Migration & Identity,Migrants assisted,9901,11976,10353,86.4,4.6,Remote Sensing,Focus Group,High
DRC,Central Africa,2022,Migration & Identity,Stateless persons supported,4487,5972,6425,107.6,43.2,Admin Records,Key Informant,Low
DRC,Central Africa,2022,Migration & Identity,Legal documents issued,3809,4262,3099,72.7,-18.6,Remote Sensing,Key Informant,Low
DRC,Central Africa,2022,Values & Dignity,GBV survivors supported,3957,4425,3672,83.0,-7.2,Admin Records,Household Survey,High
DRC,Central Africa,2022,Values & Dignity,Mental health sessions,1946,2406,2687,111.7,38.1,Remote Sensing,Household Survey,Medium
DRC,Central Africa,2022,Values & Dignity,Protection cases resolved,2674,3591,2547,70.9,-4.7,Admin Records,Key Informant,Low
DRC,Central Africa,2022,Economic Security,HHs with improved income,8532,10018,9970,99.5,16.9,Survey,Key Informant,High
DRC,Central Africa,2022,Economic Security,Savings group members,2487,3688,2090,56.7,-16.0,Survey,Household Survey,High
DRC,Central Africa,2022,Economic Security,Jobs created or maintained,344,488,554,113.5,61.0,Admin Records,Key Informant,High
DRC,Central Africa,2023,Climate & Environment,Communities with DRR plans,134,175,130,74.3,-3.0,Survey,Household Survey,Low
DRC,Central Africa,2023,Climate & Environment,Early warning systems active,8652,10890,8296,76.2,-4.1,Remote Sensing,Direct Count,Medium
DRC,Central Africa,2023,Climate & Environment,Hectares of land restored,6316,9120,5988,65.7,-5.2,Survey,Household Survey,High
DRC,Central Africa,2023,Healthy & Safe Living,People with health access,8421,11303,11088,98.1,31.7,Remote Sensing,Direct Count,High
DRC,Central Africa,2023,Healthy & Safe Living,Vaccination rate (%),283,354,323,91.2,14.1,Survey,Focus Group,High
DRC,Central Africa,2023,Healthy & Safe Living,Malnutrition cases treated,6205,8520,6133,72.0,-1.2,Remote Sensing,Household Survey,Medium
DRC,Central Africa,2023,Migration & Identity,Migrants assisted,1111,1524,1342,88.1,20.8,Admin Records,Focus Group,Medium
DRC,Central Africa,2023,Migration & Identity,Stateless persons supported,4097,5358,6909,128.9,68.6,Survey,Household Survey,Medium
DRC,Central Africa,2023,Migration & Identity,Legal documents issued,4627,6266,6715,107.2,45.1,Remote Sensing,Key Informant,High
DRC,Central Africa,2023,Values & Dignity,GBV survivors supported,5258,7018,7829,111.6,48.9,Partner Report,Direct Count,Low
DRC,Central Africa,2023,Values & Dignity,Mental health sessions,5283,6140,4649,75.7,-12.0,Survey,Household Survey,High
DRC,Central Africa,2023,Values & Dignity,Protection cases resolved,3353,4921,3601,73.2,7.4,Survey,Direct Count,Medium
DRC,Central Africa,2023,Economic Security,HHs with improved income,3088,4334,2556,59.0,-17.2,Survey,Focus Group,Medium
DRC,Central Africa,2023,Economic Security,Savings group members,5497,6290,5924,94.2,7.8,Remote Sensing,Direct Count,High
DRC,Central Africa,2023,Economic Security,Jobs created or maintained,5529,8069,6736,83.5,21.8,Survey,Household Survey,Medium
DRC,Central Africa,2024,Climate & Environment,Communities with DRR plans,7191,8841,10004,113.2,39.1,Remote Sensing,Direct Count,Medium
DRC,Central Africa,2024,Climate & Environment,Early warning systems active,1607,2242,2502,111.6,55.7,Survey,Household Survey,Low
DRC,Central Africa,2024,Climate & Environment,Hectares of land restored,6538,7386,7212,97.6,10.3,Partner Report,Focus Group,High
DRC,Central Africa,2024,Healthy & Safe Living,People with health access,1579,1938,1305,67.3,-17.4,Admin Records,Focus Group,High
DRC,Central Africa,2024,Healthy & Safe Living,Vaccination rate (%),7423,9657,6380,66.1,-14.1,Partner Report,Household Survey,Medium
DRC,Central Africa,2024,Healthy & Safe Living,Malnutrition cases treated,9790,11877,6047,50.9,-38.2,Partner Report,Direct Count,High
DRC,Central Africa,2024,Migration & Identity,Migrants assisted,8665,12080,8746,72.4,0.9,Survey,Focus Group,Low
DRC,Central Africa,2024,Migration & Identity,Stateless persons supported,3289,4411,2969,67.3,-9.7,Remote Sensing,Direct Count,Low
DRC,Central Africa,2024,Migration & Identity,Legal documents issued,3414,4199,4155,99.0,21.7,Partner Report,Key Informant,Medium
DRC,Central Africa,2024,Values & Dignity,GBV survivors supported,8853,9813,8088,82.4,-8.6,Remote Sensing,Key Informant,Medium
DRC,Central Africa,2024,Values & Dignity,Mental health sessions,7622,8583,6755,78.7,-11.4,Survey,Key Informant,Low
DRC,Central Africa,2024,Values & Dignity,Protection cases resolved,7201,9656,8350,86.5,16.0,Survey,Direct Count,Low
DRC,Central Africa,2024,Economic Security,HHs with improved income,8051,11013,9832,89.3,22.1,Survey,Focus Group,High
DRC,Central Africa,2024,Economic Security,Savings group members,6178,8385,6475,77.2,4.8,Remote Sensing,Key Informant,Medium
DRC,Central Africa,2024,Economic Security,Jobs created or maintained,7530,9510,7906,83.1,5.0,Survey,Direct Count,Medium
DRC,Central Africa,2025,Climate & Environment,Communities with DRR plans,482,705,711,100.9,47.5,Admin Records,Key Informant,High
DRC,Central Africa,2025,Climate & Environment,Early warning systems active,1525,2002,2086,104.2,36.8,Admin Records,Direct Count,Low
DRC,Central Africa,2025,Climate & Environment,Hectares of land restored,5973,8681,5821,67.1,-2.5,Remote Sensing,Key Informant,Medium
DRC,Central Africa,2025,Healthy & Safe Living,People with health access,340,487,413,84.8,21.5,Partner Report,Household Survey,Low
DRC,Central Africa,2025,Healthy & Safe Living,Vaccination rate (%),195,236,272,115.3,39.5,Partner Report,Key Informant,High
DRC,Central Africa,2025,Healthy & Safe Living,Malnutrition cases treated,7652,9213,10683,116.0,39.6,Partner Report,Focus Group,Low
DRC,Central Africa,2025,Migration & Identity,Migrants assisted,5250,7302,8270,113.3,57.5,Survey,Direct Count,Medium
DRC,Central Africa,2025,Migration & Identity,Stateless persons supported,7586,10629,10169,95.7,34.0,Partner Report,Household Survey,Low
DRC,Central Africa,2025,Migration & Identity,Legal documents issued,2360,2839,2385,84.0,1.1,Remote Sensing,Focus Group,Medium
DRC,Central Africa,2025,Values & Dignity,GBV survivors supported,9965,11037,5839,52.9,-41.4,Admin Records,Household Survey,High
DRC,Central Africa,2025,Values & Dignity,Mental health sessions,8977,10942,7698,70.4,-14.2,Admin Records,Focus Group,High
DRC,Central Africa,2025,Values & Dignity,Protection cases resolved,9802,11277,9791,86.8,-0.1,Remote Sensing,Key Informant,Medium
DRC,Central Africa,2025,Economic Security,HHs with improved income,4462,5734,5821,101.5,30.5,Admin Records,Key Informant,High
DRC,Central Africa,2025,Economic Security,Savings group members,9982,13161,12812,97.3,28.4,Remote Sensing,Focus Group,Low
DRC,Central Africa,2025,Economic Security,Jobs created or maintained,9727,12546,8297,66.1,-14.7,Survey,Direct Count,High
Cameroon,Central Africa,2021,Climate & Environment,Communities with DRR plans,4430,5132,4093,79.8,-7.6,Partner Report,Focus Group,High
Cameroon,Central Africa,2021,Climate & Environment,Early warning systems active,1824,2584,2950,114.2,61.7,Partner Report,Focus Group,Medium
Cameroon,Central Africa,2021,Climate & Environment,Hectares of land restored,8064,11141,9452,84.8,17.2,Survey,Focus Group,Medium
Cameroon,Central Africa,2021,Healthy & Safe Living,People with health access,8386,9875,3536,35.8,-57.8,Admin Records,Household Survey,Low
Cameroon,Central Africa,2021,Healthy & Safe Living,Vaccination rate (%),2418,3069,2995,97.6,23.9,Admin Records,Focus Group,Medium
Cameroon,Central Africa,2021,Healthy & Safe Living,Malnutrition cases treated,100,131,105,80.2,5.0,Survey,Household Survey,High
Cameroon,Central Africa,2021,Migration & Identity,Migrants assisted,6642,9012,5260,58.4,-20.8,Admin Records,Focus Group,Medium
Cameroon,Central Africa,2021,Migration & Identity,Stateless persons supported,4607,5990,5518,92.1,19.8,Survey,Direct Count,High
Cameroon,Central Africa,2021,Migration & Identity,Legal documents issued,3561,4603,3869,84.1,8.6,Admin Records,Focus Group,Medium
Cameroon,Central Africa,2021,Values & Dignity,GBV survivors supported,3010,3856,3300,85.6,9.6,Admin Records,Focus Group,Low
Cameroon,Central Africa,2021,Values & Dignity,Mental health sessions,4687,6810,6106,89.7,30.3,Survey,Household Survey,High
Cameroon,Central Africa,2021,Values & Dignity,Protection cases resolved,8054,11020,7901,71.7,-1.9,Admin Records,Key Informant,Low
Cameroon,Central Africa,2021,Economic Security,HHs with improved income,4389,5120,4542,88.7,3.5,Remote Sensing,Key Informant,High
Cameroon,Central Africa,2021,Economic Security,Savings group members,2332,2867,2073,72.3,-11.1,Remote Sensing,Household Survey,Medium
Cameroon,Central Africa,2021,Economic Security,Jobs created or maintained,8984,11593,11330,97.7,26.1,Partner Report,Household Survey,Medium
Cameroon,Central Africa,2022,Climate & Environment,Communities with DRR plans,1179,1517,2199,145.0,86.5,Survey,Focus Group,Low
Cameroon,Central Africa,2022,Climate & Environment,Early warning systems active,1066,1185,901,76.0,-15.5,Survey,Household Survey,Low
Cameroon,Central Africa,2022,Climate & Environment,Hectares of land restored,6191,8509,9737,114.4,57.3,Survey,Key Informant,Medium
Cameroon,Central Africa,2022,Healthy & Safe Living,People with health access,1889,2693,2338,86.8,23.8,Survey,Focus Group,High
Cameroon,Central Africa,2022,Healthy & Safe Living,Vaccination rate (%),7102,8467,7573,89.4,6.6,Survey,Household Survey,Low
Cameroon,Central Africa,2022,Healthy & Safe Living,Malnutrition cases treated,6042,9009,7637,84.8,26.4,Admin Records,Direct Count,High
Cameroon,Central Africa,2022,Migration & Identity,Migrants assisted,9430,12057,9116,75.6,-3.3,Admin Records,Key Informant,High
Cameroon,Central Africa,2022,Migration & Identity,Stateless persons supported,637,773,613,79.3,-3.8,Remote Sensing,Household Survey,Medium
Cameroon,Central Africa,2022,Migration & Identity,Legal documents issued,9826,12097,14673,121.3,49.3,Partner Report,Household Survey,High
Cameroon,Central Africa,2022,Values & Dignity,GBV survivors supported,8027,9706,6957,71.7,-13.3,Partner Report,Household Survey,Low
Cameroon,Central Africa,2022,Values & Dignity,Mental health sessions,9504,10648,11284,106.0,18.7,Partner Report,Focus Group,Low
Cameroon,Central Africa,2022,Values & Dignity,Protection cases resolved,4901,6368,5195,81.6,6.0,Admin Records,Key Informant,Low
Cameroon,Central Africa,2022,Economic Security,HHs with improved income,8650,12853,7166,55.8,-17.2,Remote Sensing,Direct Count,Low
Cameroon,Central Africa,2022,Economic Security,Savings group members,9198,10829,9585,88.5,4.2,Admin Records,Direct Count,Medium
Cameroon,Central Africa,2022,Economic Security,Jobs created or maintained,2254,3105,4030,129.8,78.8,Partner Report,Focus Group,Medium
Cameroon,Central Africa,2023,Climate & Environment,Communities with DRR plans,1993,2794,2867,102.6,43.9,Remote Sensing,Household Survey,Low
Cameroon,Central Africa,2023,Climate & Environment,Early warning systems active,8532,11862,5455,46.0,-36.1,Admin Records,Direct Count,High
Cameroon,Central Africa,2023,Climate & Environment,Hectares of land restored,5193,6828,6874,100.7,32.4,Survey,Key Informant,Low
Cameroon,Central Africa,2023,Healthy & Safe Living,People with health access,1258,1691,1408,83.3,11.9,Survey,Focus Group,Medium
Cameroon,Central Africa,2023,Healthy & Safe Living,Vaccination rate (%),843,1040,706,67.9,-16.3,Admin Records,Focus Group,Low
Cameroon,Central Africa,2023,Healthy & Safe Living,Malnutrition cases treated,6707,8317,6719,80.8,0.2,Admin Records,Key Informant,High
Cameroon,Central Africa,2023,Migration & Identity,Migrants assisted,7772,11329,7791,68.8,0.2,Partner Report,Key Informant,Low
Cameroon,Central Africa,2023,Migration & Identity,Stateless persons supported,5997,7090,4044,57.0,-32.6,Remote Sensing,Focus Group,Low
Cameroon,Central Africa,2023,Migration & Identity,Legal documents issued,4064,5750,4268,74.2,5.0,Partner Report,Key Informant,Medium
Cameroon,Central Africa,2023,Values & Dignity,GBV survivors supported,8782,9836,7630,77.6,-13.1,Survey,Direct Count,Medium
Cameroon,Central Africa,2023,Values & Dignity,Mental health sessions,9040,13534,10430,77.1,15.4,Remote Sensing,Household Survey,Low
Cameroon,Central Africa,2023,Values & Dignity,Protection cases resolved,7133,9474,7613,80.4,6.7,Remote Sensing,Key Informant,Low
Cameroon,Central Africa,2023,Economic Security,HHs with improved income,9077,10594,8040,75.9,-11.4,Admin Records,Focus Group,Medium
Cameroon,Central Africa,2023,Economic Security,Savings group members,8979,10324,9046,87.6,0.7,Admin Records,Focus Group,High
Cameroon,Central Africa,2023,Economic Security,Jobs created or maintained,5308,7178,8180,114.0,54.1,Admin Records,Direct Count,Low
Cameroon,Central Africa,2024,Climate & Environment,Communities with DRR plans,4981,6139,3597,58.6,-27.8,Remote Sensing,Key Informant,Low
Cameroon,Central Africa,2024,Climate & Environment,Early warning systems active,877,1072,1013,94.5,15.5,Partner Report,Focus Group,High
Cameroon,Central Africa,2024,Climate & Environment,Hectares of land restored,7399,10069,9496,94.3,28.3,Remote Sensing,Focus Group,Low
Cameroon,Central Africa,2024,Healthy & Safe Living,People with health access,921,1327,917,69.1,-0.4,Remote Sensing,Focus Group,Medium
Cameroon,Central Africa,2024,Healthy & Safe Living,Vaccination rate (%),5597,6426,7008,109.1,25.2,Partner Report,Household Survey,Medium
Cameroon,Central Africa,2024,Healthy & Safe Living,Malnutrition cases treated,6605,8743,5175,59.2,-21.7,Admin Records,Key Informant,Low
Cameroon,Central Africa,2024,Migration & Identity,Migrants assisted,3094,3522,3550,100.8,14.7,Survey,Household Survey,Low
Cameroon,Central Africa,2024,Migration & Identity,Stateless persons supported,5560,6507,5834,89.7,4.9,Partner Report,Household Survey,High
Cameroon,Central Africa,2024,Migration & Identity,Legal documents issued,8183,11593,7924,68.4,-3.2,Partner Report,Household Survey,Low
Cameroon,Central Africa,2024,Values & Dignity,GBV survivors supported,9931,11680,13357,114.4,34.5,Survey,Key Informant,High
Cameroon,Central Africa,2024,Values & Dignity,Mental health sessions,1465,2089,1216,58.2,-17.0,Survey,Direct Count,Low
Cameroon,Central Africa,2024,Values & Dignity,Protection cases resolved,6455,8246,9072,110.0,40.5,Survey,Household Survey,High
Cameroon,Central Africa,2024,Economic Security,HHs with improved income,5482,7842,5968,76.1,8.9,Partner Report,Direct Count,Low
Cameroon,Central Africa,2024,Economic Security,Savings group members,6474,9481,7900,83.3,22.0,Survey,Key Informant,High
Cameroon,Central Africa,2024,Economic Security,Jobs created or maintained,489,613,413,67.4,-15.5,Remote Sensing,Focus Group,High
Cameroon,Central Africa,2025,Climate & Environment,Communities with DRR plans,5263,7678,5950,77.5,13.1,Partner Report,Household Survey,Low
Cameroon,Central Africa,2025,Climate & Environment,Early warning systems active,3002,3563,3691,103.6,23.0,Survey,Household Survey,Low
Cameroon,Central Africa,2025,Climate & Environment,Hectares of land restored,2315,2578,2412,93.6,4.2,Admin Records,Direct Count,Medium
Cameroon,Central Africa,2025,Healthy & Safe Living,People with health access,9371,13414,16034,119.5,71.1,Partner Report,Household Survey,High
Cameroon,Central Africa,2025,Healthy & Safe Living,Vaccination rate (%),2687,3355,2353,70.1,-12.4,Remote Sensing,Household Survey,High
Cameroon,Central Africa,2025,Healthy & Safe Living,Malnutrition cases treated,5334,7351,5945,80.9,11.5,Survey,Focus Group,High
Cameroon,Central Africa,2025,Migration & Identity,Migrants assisted,3099,3895,3699,95.0,19.4,Partner Report,Focus Group,Medium
Cameroon,Central Africa,2025,Migration & Identity,Stateless persons supported,5667,8098,7698,95.1,35.8,Survey,Direct Count,Medium
Cameroon,Central Africa,2025,Migration & Identity,Legal documents issued,818,1062,874,82.3,6.8,Remote Sensing,Household Survey,Medium
Cameroon,Central Africa,2025,Values & Dignity,GBV survivors supported,3233,4029,2645,65.6,-18.2,Admin Records,Direct Count,Low
Cameroon,Central Africa,2025,Values & Dignity,Mental health sessions,9123,11302,12532,110.9,37.4,Survey,Focus Group,Low
Cameroon,Central Africa,2025,Values & Dignity,Protection cases resolved,9764,13605,9548,70.2,-2.2,Partner Report,Household Survey,High
Cameroon,Central Africa,2025,Economic Security,HHs with improved income,1177,1674,1283,76.6,9.0,Survey,Household Survey,Medium
Cameroon,Central Africa,2025,Economic Security,Savings group members,4816,6849,10228,149.3,112.4,Admin Records,Focus Group,Low
Cameroon,Central Africa,2025,Economic Security,Jobs created or maintained,299,412,339,82.3,13.4,Admin Records,Household Survey,High
Chad,Central Africa,2021,Climate & Environment,Communities with DRR plans,4645,6055,5640,93.1,21.4,Partner Report,Key Informant,High
Chad,Central Africa,2021,Climate & Environment,Early warning systems active,3614,5256,3595,68.4,-0.5,Remote Sensing,Household Survey,Low
Chad,Central Africa,2021,Climate & Environment,Hectares of land restored,4756,6538,5351,81.8,12.5,Survey,Household Survey,Low
Chad,Central Africa,2021,Healthy & Safe Living,People with health access,5013,6059,6199,102.3,23.7,Survey,Key Informant,Low
Chad,Central Africa,2021,Healthy & Safe Living,Vaccination rate (%),5618,8092,9381,115.9,67.0,Admin Records,Focus Group,Medium
Chad,Central Africa,2021,Healthy & Safe Living,Malnutrition cases treated,4091,4741,3503,73.9,-14.4,Partner Report,Focus Group,High
Chad,Central Africa,2021,Migration & Identity,Migrants assisted,848,1189,684,57.5,-19.3,Partner Report,Direct Count,High
Chad,Central Africa,2021,Migration & Identity,Stateless persons supported,644,835,788,94.4,22.4,Survey,Direct Count,Medium
Chad,Central Africa,2021,Migration & Identity,Legal documents issued,9428,12999,7944,61.1,-15.7,Survey,Household Survey,Medium
Chad,Central Africa,2021,Values & Dignity,GBV survivors supported,9458,13252,12191,92.0,28.9,Remote Sensing,Household Survey,High
Chad,Central Africa,2021,Values & Dignity,Mental health sessions,9057,11062,9279,83.9,2.5,Remote Sensing,Direct Count,Medium
Chad,Central Africa,2021,Values & Dignity,Protection cases resolved,4405,6036,3385,56.1,-23.2,Survey,Key Informant,Medium
Chad,Central Africa,2021,Economic Security,HHs with improved income,8307,12224,10097,82.6,21.5,Partner Report,Key Informant,Low
Chad,Central Africa,2021,Economic Security,Savings group members,3668,4133,2864,69.3,-21.9,Admin Records,Focus Group,Medium
Chad,Central Africa,2021,Economic Security,Jobs created or maintained,9619,13499,16226,120.2,68.7,Partner Report,Key Informant,High
Chad,Central Africa,2022,Climate & Environment,Communities with DRR plans,145,178,142,79.8,-2.1,Remote Sensing,Direct Count,Medium
Chad,Central Africa,2022,Climate & Environment,Early warning systems active,6276,9023,9045,100.2,44.1,Admin Records,Focus Group,Medium
Chad,Central Africa,2022,Climate & Environment,Hectares of land restored,231,261,232,88.9,0.4,Admin Records,Key Informant,Low
Chad,Central Africa,2022,Healthy & Safe Living,People with health access,5800,7573,7384,97.5,27.3,Survey,Household Survey,Medium
Chad,Central Africa,2022,Healthy & Safe Living,Vaccination rate (%),3581,3972,4499,113.3,25.6,Remote Sensing,Focus Group,Medium
Chad,Central Africa,2022,Healthy & Safe Living,Malnutrition cases treated,2230,3320,2303,69.4,3.3,Remote Sensing,Key Informant,Medium
Chad,Central Africa,2022,Migration & Identity,Migrants assisted,1832,2371,1731,73.0,-5.5,Remote Sensing,Focus Group,High
Chad,Central Africa,2022,Migration & Identity,Stateless persons supported,9637,12690,9900,78.0,2.7,Survey,Key Informant,Low
Chad,Central Africa,2022,Migration & Identity,Legal documents issued,9482,12098,13659,112.9,44.1,Admin Records,Key Informant,High
Chad,Central Africa,2022,Values & Dignity,GBV survivors supported,5141,6755,6875,101.8,33.7,Partner Report,Household Survey,High
Chad,Central Africa,2022,Values & Dignity,Mental health sessions,349,502,424,84.5,21.5,Survey,Household Survey,Low
Chad,Central Africa,2022,Values & Dignity,Protection cases resolved,7010,8986,7344,81.7,4.8,Survey,Focus Group,High
Chad,Central Africa,2022,Economic Security,HHs with improved income,192,222,174,78.4,-9.4,Remote Sensing,Focus Group,High
Chad,Central Africa,2022,Economic Security,Savings group members,328,384,361,94.0,10.1,Admin Records,Household Survey,High
Chad,Central Africa,2022,Economic Security,Jobs created or maintained,6391,9474,10593,111.8,65.7,Remote Sensing,Direct Count,High
Chad,Central Africa,2023,Climate & Environment,Communities with DRR plans,2329,2777,2657,95.7,14.1,Survey,Focus Group,Low
Chad,Central Africa,2023,Climate & Environment,Early warning systems active,5580,7982,7005,87.8,25.5,Remote Sensing,Focus Group,Low
Chad,Central Africa,2023,Climate & Environment,Hectares of land restored,9217,12824,12619,98.4,36.9,Remote Sensing,Focus Group,Low
Chad,Central Africa,2023,Healthy & Safe Living,People with health access,3148,3900,2963,76.0,-5.9,Survey,Key Informant,Low
Chad,Central Africa,2023,Healthy & Safe Living,Vaccination rate (%),9825,12892,14904,115.6,51.7,Remote Sensing,Focus Group,High
Chad,Central Africa,2023,Healthy & Safe Living,Malnutrition cases treated,6575,9143,10565,115.6,60.7,Survey,Key Informant,High
Chad,Central Africa,2023,Migration & Identity,Migrants assisted,6966,9506,8238,86.7,18.3,Admin Records,Household Survey,Low
Chad,Central Africa,2023,Migration & Identity,Stateless persons supported,2417,3300,2458,74.5,1.7,Remote Sensing,Focus Group,Medium
Chad,Central Africa,2023,Migration & Identity,Legal documents issued,8630,10514,7831,74.5,-9.3,Admin Records,Household Survey,Medium
Chad,Central Africa,2023,Values & Dignity,GBV survivors supported,7668,9718,7898,81.3,3.0,Remote Sensing,Household Survey,Low
Chad,Central Africa,2023,Values & Dignity,Mental health sessions,9862,14741,13674,92.8,38.7,Admin Records,Household Survey,Medium
Chad,Central Africa,2023,Values & Dignity,Protection cases resolved,1976,2761,1531,55.5,-22.5,Survey,Focus Group,High
Chad,Central Africa,2023,Economic Security,HHs with improved income,3797,4197,3516,83.8,-7.4,Survey,Key Informant,High
Chad,Central Africa,2023,Economic Security,Savings group members,7168,10376,10670,102.8,48.9,Admin Records,Household Survey,Low
Chad,Central Africa,2023,Economic Security,Jobs created or maintained,2900,3235,2595,80.2,-10.5,Survey,Focus Group,Low
Chad,Central Africa,2024,Climate & Environment,Communities with DRR plans,2139,2648,1919,72.5,-10.3,Remote Sensing,Household Survey,Low
Chad,Central Africa,2024,Climate & Environment,Early warning systems active,6097,8774,8012,91.3,31.4,Survey,Direct Count,High
Chad,Central Africa,2024,Climate & Environment,Hectares of land restored,1936,2732,2300,84.2,18.8,Remote Sensing,Key Informant,Low
Chad,Central Africa,2024,Healthy & Safe Living,People with health access,6185,8040,7902,98.3,27.8,Partner Report,Household Survey,Low
Chad,Central Africa,2024,Healthy & Safe Living,Vaccination rate (%),9742,11325,7475,66.0,-23.3,Partner Report,Direct Count,Low
Chad,Central Africa,2024,Healthy & Safe Living,Malnutrition cases treated,7807,9181,8436,91.9,8.1,Admin Records,Household Survey,Medium
Chad,Central Africa,2024,Migration & Identity,Migrants assisted,9209,12113,12640,104.4,37.3,Survey,Household Survey,Medium
Chad,Central Africa,2024,Migration & Identity,Stateless persons supported,3972,5955,2848,47.8,-28.3,Remote Sensing,Key Informant,High
Chad,Central Africa,2024,Migration & Identity,Legal documents issued,9070,13276,14846,111.8,63.7,Remote Sensing,Key Informant,Low
Chad,Central Africa,2024,Values & Dignity,GBV survivors supported,9633,11498,10648,92.6,10.5,Remote Sensing,Key Informant,Low
Chad,Central Africa,2024,Values & Dignity,Mental health sessions,4623,5262,3901,74.1,-15.6,Partner Report,Focus Group,High
Chad,Central Africa,2024,Values & Dignity,Protection cases resolved,1672,2088,2357,112.9,41.0,Admin Records,Key Informant,Low
Chad,Central Africa,2024,Economic Security,HHs with improved income,7911,11840,5679,48.0,-28.2,Admin Records,Household Survey,High
Chad,Central Africa,2024,Economic Security,Savings group members,3010,3577,2533,70.8,-15.8,Admin Records,Focus Group,Low
Chad,Central Africa,2024,Economic Security,Jobs created or maintained,2188,2938,2415,82.2,10.4,Admin Records,Key Informant,Low
Chad,Central Africa,2025,Climate & Environment,Communities with DRR plans,2647,3682,2154,58.5,-18.6,Survey,Focus Group,High
Chad,Central Africa,2025,Climate & Environment,Early warning systems active,4645,6263,5381,85.9,15.8,Partner Report,Direct Count,Medium
Chad,Central Africa,2025,Climate & Environment,Hectares of land restored,3563,4687,3837,81.9,7.7,Admin Records,Household Survey,High
Chad,Central Africa,2025,Healthy & Safe Living,People with health access,7005,8924,5950,66.7,-15.1,Partner Report,Key Informant,Low
Chad,Central Africa,2025,Healthy & Safe Living,Vaccination rate (%),267,398,383,96.2,43.4,Admin Records,Household Survey,High
Chad,Central Africa,2025,Healthy & Safe Living,Malnutrition cases treated,691,1005,1009,100.4,46.0,Admin Records,Household Survey,Medium
